Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
1677649,High,Own,Urban,8,Apartment,3,3,47,Full-time
71368,Medium,Own,Suburban,14,Single-family home,3,6,41,Full-time
2623843,High,Own,Urban,5,Townhouse,5,2,54,Full-time
72152,Medium,Rent,Rural,48,Apartment,4,7,18,Part-time
243632,High,Rent,Urban,48,Apartment,3,5,42,Full-time
67172,Low,Own,Suburban,27,Apartment,2,3,21,Full-time
71594,Medium,Own,Urban,13,Townhouse,3,7,24,Self-employed
506659,High,Rent,Urban,43,Single-family home,3,6,23,Part-time
65982,Low,Own,Suburban,50,Apartment,2,7,39,Full-time
68088,Low,Own,Suburban,34,Apartment,0,1,40,Part-time
68794,Low,Own,Rural,1,Apartment,1,4,43,Full-time
68496,Low,Own,Urban,29,Single-family home,0,1,26,Full-time
71904,Medium,Rent,Urban,27,Apartment,2,5,21,Self-employed
65524,Low,Own,Rural,46,Apartment,0,2,61,Self-employed
74256,Medium,Own,Suburban,21,Townhouse,2,1,70,Full-time
73576,Medium,Own,Suburban,47,Apartment,3,2,33,Full-time
73096,Medium,Rent,Urban,34,Townhouse,1,2,48,Self-employed
72060,Medium,Own,Rural,32,Single-family home,1,7,70,Full-time
75152,Medium,Own,Urban,30,Apartment,0,2,35,Part-time
72326,Medium,Rent,Urban,46,Apartment,0,6,45,Full-time
716839,High,Rent,Suburban,21,Single-family home,1,3,43,Full-time
1103570,High,Rent,Rural,6,Apartment,4,6,40,Part-time
71058,Medium,Rent,Urban,20,Single-family home,0,6,67,Full-time
68852,Low,Rent,Urban,0,Single-family home,2,2,31,Part-time
66648,Low,Own,Urban,39,Single-family home,5,5,20,Part-time
72090,Medium,Rent,Suburban,13,Single-family home,1,2,42,Self-employed
69124,Low,Rent,Urban,39,Single-family home,2,5,45,Full-time
74852,Medium,Own,Urban,31,Single-family home,1,5,56,Part-time
74666,Medium,Rent,Urban,13,Apartment,4,5,60,Full-time
66634,Low,Own,Rural,19,Apartment,5,7,61,Full-time
70122,Medium,Own,Rural,13,Townhouse,1,1,40,Part-time
428130,High,Own,Urban,41,Townhouse,4,7,56,Self-employed
72568,Medium,Rent,Urban,5,Apartment,5,3,52,Self-employed
70444,Medium,Rent,Urban,39,Townhouse,0,3,66,Self-employed
264298,High,Rent,Urban,8,Single-family home,0,5,27,Self-employed
65044,Low,Own,Suburban,32,Single-family home,5,3,65,Full-time
75046,Medium,Own,Urban,7,Apartment,0,4,19,Full-time
1114070,High,Own,Urban,18,Single-family home,3,4,54,Part-time
69946,Low,Rent,Rural,9,Single-family home,3,3,31,Self-employed
2051871,High,Own,Rural,5,Single-family home,3,4,34,Self-employed
95112,Medium,Rent,Urban,3,Townhouse,0,5,47,Part-time
97715,Medium,Rent,Rural,2,Apartment,5,1,38,Full-time
65626,Low,Own,Suburban,13,Single-family home,0,4,69,Self-employed
68572,Low,Rent,Urban,43,Apartment,2,6,61,Full-time
75038,Medium,Own,Urban,33,Single-family home,2,6,48,Self-employed
1716914,High,Rent,Urban,26,Single-family home,5,2,58,Full-time
66278,Low,Rent,Urban,49,Single-family home,0,6,38,Full-time
442641,High,Own,Rural,40,Single-family home,5,2,70,Part-time
8220090,High,Rent,Urban,3,Townhouse,2,7,32,Full-time
949028,High,Own,Suburban,40,Apartment,4,3,64,Part-time
2259705,High,Own,Urban,31,Single-family home,0,1,52,Full-time
65114,Low,Own,Urban,39,Apartment,5,6,19,Full-time
59136,Low,Rent,Urban,5,Apartment,5,3,18,Self-employed
72028,Medium,Own,Suburban,8,Single-family home,0,4,30,Self-employed
66732,Low,Own,Urban,35,Single-family home,5,2,47,Full-time
742081,High,Rent,Urban,42,Apartment,2,1,18,Full-time
69320,Low,Own,Urban,46,Single-family home,4,2,45,Full-time
955515,High,Rent,Urban,29,Single-family home,4,1,27,Full-time
66048,Low,Rent,Urban,30,Apartment,5,6,50,Full-time
261399,High,Rent,Suburban,46,Single-family home,3,4,60,Full-time
71896,Medium,Rent,Urban,18,Single-family home,1,4,24,Full-time
67440,Low,Own,Suburban,20,Single-family home,3,7,48,Self-employed
74654,Medium,Own,Urban,18,Apartment,0,2,67,Full-time
66766,Low,Rent,Urban,7,Single-family home,3,5,39,Full-time
5413885,High,Rent,Rural,35,Single-family home,5,5,65,Part-time
73682,Medium,Rent,Urban,30,Apartment,2,5,38,Part-time
73784,Medium,Rent,Urban,6,Apartment,2,4,52,Self-employed
3202560,High,Own,Urban,36,Single-family home,1,6,70,Part-time
130457,Medium,Own,Urban,10,Apartment,3,7,45,Part-time
33945,Low,Rent,Urban,5,Single-family home,3,2,63,Full-time
201630,High,Rent,Urban,7,Townhouse,2,7,59,Full-time
3674139,High,Own,Urban,6,Apartment,2,3,31,Full-time
70304,Medium,Own,Urban,15,Apartment,1,5,52,Full-time
729029,High,Rent,Urban,20,Townhouse,2,2,40,Full-time
74192,Medium,Rent,Urban,36,Single-family home,4,4,40,Part-time
74508,Medium,Rent,Suburban,13,Townhouse,4,4,66,Part-time
159424,High,Own,Suburban,14,Apartment,4,6,49,Part-time
193244,High,Rent,Urban,27,Apartment,0,5,49,Part-time
69846,Low,Own,Urban,43,Apartment,3,1,66,Full-time
64932,Low,Rent,Urban,41,Single-family home,4,3,48,Full-time
72602,Medium,Rent,Urban,29,Apartment,1,3,60,Full-time
5951019,High,Rent,Suburban,42,Single-family home,3,3,30,Full-time
70884,Medium,Own,Urban,24,Single-family home,4,3,26,Part-time
68752,Low,Own,Urban,18,Single-family home,1,1,45,Full-time
67724,Low,Rent,Suburban,38,Single-family home,0,2,49,Self-employed
2555449,High,Own,Urban,1,Single-family home,4,3,38,Full-time
4946497,High,Rent,Urban,26,Townhouse,1,6,20,Part-time
71296,Medium,Own,Rural,21,Single-family home,1,5,52,Self-employed
67866,Low,Own,Urban,48,Townhouse,5,6,53,Part-time
68274,Low,Rent,Urban,35,Townhouse,2,7,20,Self-employed
970843,High,Rent,Urban,24,Apartment,0,5,59,Part-time
71122,Medium,Own,Urban,31,Apartment,3,5,65,Full-time
71928,Medium,Own,Urban,9,Townhouse,2,4,23,Part-time
71212,Medium,Own,Suburban,8,Single-family home,1,3,49,Self-employed
280479,High,Rent,Suburban,10,Townhouse,3,4,49,Full-time
71208,Medium,Rent,Urban,25,Apartment,0,1,66,Part-time
2551452,High,Rent,Urban,38,Single-family home,3,1,23,Full-time
67386,Low,Own,Urban,23,Apartment,3,4,64,Full-time
480848,High,Rent,Suburban,25,Apartment,1,7,51,Full-time
68354,Low,Rent,Urban,30,Apartment,2,2,34,Full-time
74402,Medium,Rent,Urban,4,Apartment,4,1,41,Part-time
44124,Low,Own,Urban,15,Apartment,4,3,39,Part-time
46971,Low,Rent,Suburban,5,Apartment,5,2,54,Full-time
101047,Medium,Own,Rural,26,Apartment,1,5,53,Part-time
431003,High,Rent,Urban,44,Apartment,5,2,27,Self-employed
71174,Medium,Rent,Urban,11,Apartment,4,5,55,Full-time
1256492,High,Rent,Urban,35,Apartment,4,4,55,Part-time
70330,Medium,Rent,Urban,13,Single-family home,4,1,49,Full-time
291614,High,Own,Urban,43,Single-family home,5,5,38,Full-time
69332,Low,Own,Urban,15,Single-family home,0,3,32,Full-time
66860,Low,Rent,Urban,39,Single-family home,2,4,28,Full-time
66818,Low,Rent,Urban,23,Single-family home,1,4,53,Full-time
74294,Medium,Own,Urban,49,Single-family home,1,2,18,Full-time
73902,Medium,Own,Urban,0,Single-family home,4,2,26,Self-employed
39088,Low,Rent,Urban,6,Apartment,4,6,21,Self-employed
70090,Medium,Own,Urban,42,Apartment,5,6,57,Full-time
2712402,High,Own,Rural,43,Apartment,2,6,31,Part-time
62827,Low,Rent,Suburban,29,Single-family home,5,2,43,Part-time
71790,Medium,Own,Suburban,32,Single-family home,3,7,62,Full-time
70504,Medium,Own,Urban,20,Apartment,2,5,52,Full-time
66828,Low,Own,Urban,38,Single-family home,1,2,34,Full-time
52597,Low,Own,Urban,21,Townhouse,2,6,19,Self-employed
433989,High,Own,Urban,47,Single-family home,1,5,42,Self-employed
73482,Medium,Rent,Urban,0,Apartment,0,3,32,Part-time
68400,Low,Own,Rural,0,Apartment,4,6,34,Self-employed
184258,High,Rent,Urban,20,Single-family home,2,3,48,Full-time
71338,Medium,Own,Urban,44,Apartment,0,5,39,Part-time
7102400,High,Rent,Suburban,36,Single-family home,1,5,26,Full-time
1348410,High,Rent,Urban,33,Single-family home,1,5,39,Full-time
70672,Medium,Rent,Urban,25,Townhouse,2,4,55,Full-time
602475,High,Rent,Urban,16,Single-family home,5,2,61,Full-time
8059738,High,Own,Rural,31,Single-family home,4,1,22,Full-time
71140,Medium,Own,Urban,0,Apartment,5,3,37,Self-employed
75266,Medium,Own,Urban,45,Apartment,1,4,43,Full-time
97570,Medium,Rent,Urban,35,Single-family home,5,5,49,Part-time
71752,Medium,Own,Rural,20,Single-family home,5,5,54,Full-time
70958,Medium,Own,Urban,18,Apartment,5,5,38,Self-employed
8116489,High,Own,Suburban,36,Apartment,0,7,20,Part-time
69296,Low,Rent,Urban,29,Apartment,1,3,61,Part-time
70666,Medium,Own,Urban,23,Single-family home,5,3,50,Part-time
69718,Low,Own,Rural,0,Apartment,2,7,18,Full-time
66118,Low,Own,Suburban,17,Single-family home,2,1,55,Part-time
74980,Medium,Own,Urban,33,Single-family home,0,7,44,Full-time
73024,Medium,Own,Urban,20,Single-family home,1,6,26,Part-time
36324,Low,Own,Urban,10,Single-family home,1,4,52,Part-time
580643,High,Rent,Urban,9,Apartment,3,1,46,Self-employed
70974,Medium,Own,Urban,0,Apartment,4,5,60,Full-time
64932,Low,Rent,Urban,24,Single-family home,4,7,63,Self-employed
226552,High,Rent,Urban,17,Single-family home,3,3,34,Full-time
739265,High,Own,Urban,50,Single-family home,4,4,21,Full-time
69112,Low,Rent,Urban,47,Single-family home,2,7,19,Self-employed
237129,High,Rent,Urban,29,Townhouse,3,6,43,Part-time
67452,Low,Own,Rural,16,Single-family home,0,6,32,Full-time
65958,Low,Rent,Suburban,8,Apartment,4,1,43,Full-time
73852,Medium,Own,Urban,2,Townhouse,2,5,69,Full-time
68504,Low,Own,Suburban,26,Apartment,3,5,57,Part-time
5747416,High,Rent,Urban,45,Apartment,1,3,32,Full-time
372322,High,Rent,Urban,38,Single-family home,3,6,31,Full-time
4062299,High,Own,Suburban,24,Single-family home,0,5,65,Part-time
66150,Low,Own,Suburban,39,Townhouse,1,7,56,Self-employed
65490,Low,Own,Urban,44,Single-family home,0,7,63,Part-time
66668,Low,Rent,Urban,14,Single-family home,3,7,60,Full-time
34649,Low,Own,Rural,45,Apartment,4,5,64,Part-time
66568,Low,Own,Urban,46,Single-family home,3,3,38,Part-time
67576,Low,Rent,Urban,16,Single-family home,1,4,31,Full-time
69116,Low,Own,Urban,15,Townhouse,4,6,25,Full-time
88586,Medium,Own,Rural,24,Apartment,4,6,36,Full-time
69828,Low,Rent,Urban,12,Apartment,4,5,58,Part-time
71208,Medium,Own,Urban,2,Apartment,1,3,68,Self-employed
69952,Low,Own,Suburban,21,Single-family home,2,6,19,Self-employed
66112,Low,Own,Suburban,46,Townhouse,2,5,68,Full-time
67710,Low,Own,Urban,4,Single-family home,1,3,61,Full-time
69608,Low,Own,Urban,26,Apartment,1,3,61,Full-time
1730317,High,Rent,Urban,45,Single-family home,5,5,34,Full-time
66078,Low,Own,Urban,48,Apartment,0,3,40,Full-time
75332,Medium,Own,Urban,22,Single-family home,2,1,20,Part-time
66066,Low,Rent,Urban,22,Apartment,1,2,36,Full-time
3456277,High,Own,Suburban,28,Apartment,5,1,60,Part-time
69372,Low,Rent,Suburban,38,Townhouse,1,3,37,Full-time
73784,Medium,Own,Urban,47,Apartment,5,5,61,Part-time
5495355,High,Own,Urban,27,Townhouse,1,4,31,Self-employed
1041937,High,Own,Urban,8,Single-family home,2,6,50,Part-time
3270292,High,Own,Urban,39,Townhouse,1,2,61,Full-time
74510,Medium,Rent,Urban,12,Single-family home,4,4,34,Full-time
410732,High,Rent,Urban,7,Single-family home,1,3,67,Full-time
330309,High,Own,Suburban,4,Apartment,3,3,48,Full-time
69830,Low,Own,Urban,43,Single-family home,3,1,43,Full-time
67490,Low,Own,Urban,33,Apartment,3,1,64,Self-employed
66598,Low,Own,Urban,17,Apartment,0,4,47,Self-employed
5671675,High,Rent,Urban,6,Apartment,5,3,41,Self-employed
74174,Medium,Own,Suburban,11,Single-family home,3,3,65,Self-employed
72896,Medium,Own,Urban,33,Single-family home,4,7,34,Full-time
2676881,High,Own,Urban,15,Apartment,4,3,24,Full-time
67796,Low,Own,Urban,0,Single-family home,4,5,37,Full-time
70598,Medium,Rent,Urban,20,Single-family home,3,7,41,Full-time
65742,Low,Own,Urban,7,Single-family home,4,7,61,Full-time
73250,Medium,Own,Urban,33,Apartment,1,5,38,Full-time
581868,High,Rent,Urban,38,Apartment,3,4,34,Part-time
9463637,High,Rent,Suburban,25,Apartment,5,3,56,Self-employed
5288001,High,Own,Suburban,16,Single-family home,3,5,40,Full-time
65840,Low,Own,Urban,46,Single-family home,3,7,47,Full-time
69850,Low,Own,Urban,46,Apartment,4,3,26,Full-time
65936,Low,Own,Urban,19,Single-family home,4,1,65,Full-time
41243,Low,Rent,Suburban,18,Single-family home,1,5,66,Part-time
67510,Low,Own,Urban,19,Apartment,3,1,59,Part-time
1003474,High,Rent,Urban,14,Townhouse,4,3,50,Full-time
65464,Low,Rent,Urban,0,Single-family home,2,4,31,Self-employed
72046,Medium,Own,Urban,37,Townhouse,5,1,50,Part-time
3856805,High,Own,Rural,17,Apartment,2,3,39,Self-employed
610997,High,Own,Urban,5,Apartment,3,5,26,Part-time
3096344,High,Rent,Urban,34,Apartment,1,5,59,Full-time
69544,Low,Rent,Suburban,9,Apartment,2,5,48,Part-time
50568,Low,Rent,Urban,5,Apartment,2,1,40,Full-time
66150,Low,Own,Urban,19,Single-family home,4,6,20,Part-time
3761922,High,Own,Suburban,17,Townhouse,4,7,60,Part-time
71618,Medium,Own,Urban,37,Apartment,1,2,22,Self-employed
5740837,High,Rent,Urban,5,Single-family home,1,3,67,Full-time
970073,High,Rent,Suburban,17,Apartment,4,5,35,Self-employed
33821,Low,Rent,Urban,50,Single-family home,3,4,37,Part-time
631450,High,Own,Rural,14,Townhouse,4,2,50,Self-employed
71706,Medium,Rent,Suburban,28,Single-family home,3,7,59,Full-time
1468838,High,Rent,Suburban,36,Single-family home,2,5,54,Full-time
69428,Low,Own,Suburban,12,Single-family home,5,5,54,Self-employed
4772933,High,Rent,Suburban,3,Apartment,1,3,68,Full-time
68700,Low,Own,Urban,49,Apartment,0,2,29,Full-time
167025,High,Rent,Urban,26,Apartment,3,2,42,Self-employed
514515,High,Rent,Urban,39,Apartment,0,7,70,Part-time
572590,High,Own,Suburban,22,Apartment,3,2,32,Full-time
69728,Low,Own,Urban,10,Single-family home,5,7,40,Full-time
72904,Medium,Rent,Urban,27,Single-family home,3,1,60,Part-time
75278,Medium,Own,Suburban,4,Apartment,2,1,69,Full-time
109693,Medium,Own,Urban,8,Apartment,2,5,34,Part-time
67232,Low,Rent,Suburban,39,Apartment,1,1,46,Full-time
72218,Medium,Rent,Urban,40,Single-family home,0,7,43,Full-time
69518,Low,Rent,Urban,33,Apartment,4,5,60,Self-employed
69212,Low,Own,Urban,24,Single-family home,3,2,50,Full-time
66518,Low,Own,Urban,11,Apartment,3,6,48,Full-time
55951,Low,Rent,Suburban,40,Apartment,3,1,58,Part-time
60406,Low,Own,Suburban,40,Townhouse,4,3,30,Full-time
1454172,High,Own,Rural,18,Single-family home,4,6,30,Self-employed
72670,Medium,Own,Urban,38,Apartment,0,6,56,Full-time
66766,Low,Own,Rural,35,Townhouse,4,7,60,Self-employed
66750,Low,Own,Urban,26,Single-family home,1,5,57,Full-time
74478,Medium,Own,Suburban,1,Single-family home,4,3,49,Part-time
405981,High,Rent,Urban,37,Apartment,2,6,68,Full-time
69158,Low,Rent,Suburban,0,Townhouse,4,7,59,Full-time
66760,Low,Own,Suburban,50,Apartment,3,2,52,Part-time
70028,Medium,Own,Urban,43,Single-family home,3,4,38,Self-employed
66914,Low,Own,Urban,45,Apartment,5,5,19,Full-time
66776,Low,Own,Rural,41,Single-family home,4,5,55,Part-time
74188,Medium,Own,Suburban,36,Apartment,2,2,34,Full-time
66752,Low,Own,Urban,26,Apartment,1,3,60,Part-time
65970,Low,Own,Urban,32,Single-family home,3,4,42,Part-time
713811,High,Rent,Urban,11,Single-family home,3,3,24,Part-time
5152936,High,Rent,Suburban,7,Apartment,5,3,59,Full-time
71478,Medium,Own,Urban,8,Single-family home,3,4,41,Part-time
69830,Low,Own,Urban,43,Single-family home,4,5,33,Part-time
66676,Low,Rent,Suburban,37,Apartment,4,5,66,Part-time
73194,Medium,Own,Urban,2,Single-family home,0,3,70,Self-employed
8025136,High,Rent,Urban,12,Single-family home,5,7,56,Part-time
8168438,High,Rent,Urban,35,Apartment,3,1,51,Self-employed
68364,Low,Rent,Urban,15,Apartment,3,6,30,Part-time
74172,Medium,Own,Rural,45,Single-family home,1,4,35,Self-employed
67082,Low,Own,Urban,0,Single-family home,0,5,18,Full-time
71018,Medium,Own,Urban,40,Single-family home,1,5,65,Full-time
2082031,High,Rent,Urban,44,Single-family home,2,2,22,Full-time
65288,Low,Own,Urban,12,Single-family home,2,3,69,Full-time
3781393,High,Own,Urban,11,Single-family home,2,5,58,Part-time
90842,Medium,Own,Urban,47,Apartment,3,7,32,Self-employed
1003193,High,Own,Urban,13,Single-family home,4,1,21,Part-time
66144,Low,Rent,Urban,23,Townhouse,1,2,34,Full-time
119916,Medium,Rent,Urban,36,Apartment,3,5,50,Part-time
75370,Medium,Own,Urban,25,Apartment,5,6,63,Full-time
70704,Medium,Own,Urban,5,Townhouse,0,5,27,Part-time
3459851,High,Own,Urban,22,Apartment,5,5,22,Part-time
69202,Low,Rent,Urban,32,Apartment,5,5,64,Part-time
68546,Low,Own,Urban,0,Townhouse,1,4,43,Part-time
70714,Medium,Own,Suburban,36,Single-family home,3,3,64,Full-time
72980,Medium,Own,Urban,29,Single-family home,0,2,31,Full-time
74404,Medium,Rent,Suburban,48,Apartment,5,5,52,Part-time
66011,Low,Rent,Urban,15,Apartment,1,3,31,Part-time
948769,High,Rent,Urban,44,Single-family home,5,7,64,Part-time
4641934,High,Own,Urban,12,Single-family home,0,3,53,Self-employed
9615158,High,Own,Rural,44,Single-family home,2,7,55,Full-time
198800,High,Own,Urban,2,Apartment,0,4,57,Full-time
65902,Low,Own,Urban,30,Single-family home,5,5,51,Part-time
70392,Medium,Own,Suburban,18,Townhouse,3,6,20,Part-time
67070,Low,Own,Urban,5,Single-family home,3,5,32,Self-employed
75436,Medium,Own,Urban,16,Apartment,4,7,34,Full-time
73122,Medium,Rent,Suburban,20,Townhouse,0,7,53,Full-time
73656,Medium,Own,Urban,36,Single-family home,0,7,47,Part-time
69588,Low,Own,Urban,50,Apartment,5,4,50,Full-time
72638,Medium,Rent,Suburban,39,Single-family home,5,6,55,Full-time
3829616,High,Own,Urban,9,Single-family home,0,2,26,Part-time
73506,Medium,Rent,Urban,15,Single-family home,4,7,55,Part-time
74280,Medium,Own,Rural,1,Single-family home,3,1,24,Full-time
73038,Medium,Own,Rural,18,Townhouse,3,7,38,Full-time
370160,High,Rent,Urban,7,Single-family home,3,3,61,Full-time
65498,Low,Rent,Urban,45,Apartment,0,1,58,Self-employed
4437923,High,Own,Urban,2,Single-family home,3,6,60,Part-time
66646,Low,Rent,Urban,40,Townhouse,4,5,67,Full-time
32517,Low,Own,Urban,11,Single-family home,5,1,31,Part-time
65458,Low,Own,Suburban,17,Single-family home,0,6,53,Full-time
70724,Medium,Rent,Rural,0,Apartment,3,7,27,Full-time
68220,Low,Own,Urban,22,Single-family home,2,3,57,Full-time
68026,Low,Own,Rural,44,Single-family home,5,2,22,Full-time
66972,Low,Own,Urban,28,Single-family home,2,4,54,Full-time
725997,High,Rent,Urban,14,Single-family home,3,6,49,Full-time
66468,Low,Own,Urban,17,Apartment,3,4,29,Self-employed
136842,Medium,Rent,Suburban,16,Single-family home,1,5,41,Part-time
74030,Medium,Rent,Urban,37,Apartment,4,3,57,Full-time
72062,Medium,Own,Urban,5,Townhouse,3,6,52,Full-time
155804,High,Own,Urban,47,Townhouse,2,5,20,Part-time
75392,Medium,Rent,Urban,16,Apartment,1,5,22,Full-time
37056,Low,Rent,Urban,28,Apartment,1,4,69,Full-time
314098,High,Rent,Urban,14,Single-family home,2,3,41,Self-employed
68852,Low,Own,Rural,10,Apartment,3,2,19,Full-time
65030,Low,Rent,Suburban,50,Apartment,0,7,22,Self-employed
74358,Medium,Own,Urban,28,Apartment,0,7,36,Full-time
371132,High,Rent,Rural,4,Apartment,4,4,49,Self-employed
9673819,High,Own,Urban,1,Single-family home,0,5,24,Full-time
1367591,High,Own,Suburban,9,Single-family home,2,6,24,Part-time
199203,High,Own,Urban,47,Townhouse,3,7,57,Full-time
69940,Low,Own,Urban,23,Apartment,5,3,69,Part-time
66178,Low,Own,Suburban,11,Apartment,4,7,25,Full-time
1603797,High,Own,Urban,6,Apartment,2,7,63,Self-employed
226488,High,Own,Urban,27,Single-family home,1,6,25,Self-employed
2939006,High,Own,Urban,6,Apartment,5,6,59,Full-time
37497,Low,Own,Urban,36,Single-family home,3,7,53,Full-time
66732,Low,Own,Urban,0,Single-family home,5,5,27,Part-time
64920,Low,Rent,Urban,38,Townhouse,3,2,32,Part-time
74944,Medium,Own,Urban,4,Townhouse,5,5,32,Part-time
66690,Low,Own,Urban,15,Single-family home,2,7,49,Part-time
3002126,High,Rent,Rural,4,Single-family home,1,3,39,Full-time
71446,Medium,Rent,Urban,3,Apartment,4,3,37,Full-time
67190,Low,Own,Urban,15,Single-family home,2,2,47,Full-time
67560,Low,Own,Urban,5,Single-family home,1,4,58,Full-time
1041152,High,Own,Urban,19,Apartment,5,1,48,Part-time
71996,Medium,Own,Suburban,7,Single-family home,1,7,48,Self-employed
2089501,High,Own,Urban,2,Townhouse,5,6,37,Self-employed
73530,Medium,Rent,Suburban,7,Single-family home,3,3,23,Self-employed
72534,Medium,Own,Urban,35,Apartment,0,3,53,Full-time
65694,Low,Own,Urban,44,Townhouse,0,6,34,Full-time
71926,Medium,Own,Rural,20,Single-family home,2,6,70,Full-time
75402,Medium,Own,Urban,31,Apartment,2,6,68,Full-time
3567970,High,Own,Rural,28,Apartment,1,1,23,Full-time
67336,Low,Own,Urban,24,Apartment,3,3,45,Full-time
69046,Low,Own,Urban,19,Single-family home,5,1,24,Full-time
59617,Low,Own,Rural,17,Single-family home,2,2,63,Part-time
8410443,High,Rent,Urban,43,Single-family home,1,5,50,Part-time
402252,High,Own,Suburban,27,Apartment,3,4,46,Part-time
300496,High,Own,Urban,9,Apartment,4,2,22,Full-time
68942,Low,Rent,Urban,27,Apartment,2,7,51,Full-time
70716,Medium,Own,Urban,20,Single-family home,1,7,68,Part-time
984324,High,Own,Suburban,31,Apartment,3,4,45,Full-time
72866,Medium,Rent,Rural,45,Townhouse,2,6,63,Self-employed
66014,Low,Rent,Urban,19,Apartment,3,5,27,Full-time
1537260,High,Rent,Urban,20,Townhouse,3,4,31,Full-time
2673017,High,Rent,Suburban,42,Single-family home,4,6,52,Full-time
66670,Low,Own,Urban,26,Apartment,3,5,45,Self-employed
