Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Age_Group,Income_Category,Cluster
56,Bachelor's,Healthcare,4,Suburban,36,Married,Part-time,1,Own,Single-family home,Female,Car,72274,46-60,Medium,1
68,Master's,Healthcare,2,Urban,16,Married,Full-time,7,Rent,Apartment,Female,Biking,137127,61-70,Medium,2
36,Master's,Technology,5,Urban,2,Single,Self-employed,3,Own,Apartment,Male,Public transit,4332067,31-45,High,0
55,Bachelor's,Healthcare,5,Urban,37,Single,Part-time,7,Own,Apartment,Male,Public transit,70244,46-60,Medium,1
23,Bachelor's,Technology,3,Urban,28,Single,Full-time,1,Rent,Single-family home,Female,Public transit,5029815,18-30,High,0
69,Master's,Finance,0,Suburban,30,Married,Self-employed,1,Own,Single-family home,Female,Walking,2250046,61-70,High,1
64,High School,Finance,3,Urban,34,Married,Full-time,7,Own,Single-family home,Male,Public transit,72950,61-70,Medium,1
32,Master's,Healthcare,5,Urban,37,Single,Part-time,4,Own,Apartment,Male,Car,70872,31-45,Medium,1
37,High School,Others,4,Suburban,25,Single,Part-time,2,Own,Single-family home,Female,Public transit,275641,31-45,High,2
26,Bachelor's,Finance,3,Urban,12,Married,Part-time,5,Rent,Townhouse,Male,Walking,1574123,18-30,High,2
49,High School,Healthcare,4,Urban,18,Married,Part-time,5,Own,Townhouse,Male,Car,72080,46-60,Medium,2
21,Bachelor's,Finance,4,Suburban,31,Divorced,Full-time,6,Rent,Single-family home,Female,Public transit,68188,18-30,Low,1
67,Bachelor's,Finance,5,Urban,46,Single,Full-time,4,Rent,Single-family home,Male,Public transit,71612,61-70,Medium,1
35,Bachelor's,Technology,4,Urban,26,Married,Part-time,7,Own,Townhouse,Male,Public transit,64966,31-45,Low,1
22,Master's,Healthcare,3,Suburban,38,Married,Part-time,1,Own,Apartment,Female,Biking,67118,18-30,Low,1
37,Bachelor's,Technology,1,Suburban,12,Married,Self-employed,2,Rent,Townhouse,Male,Car,68976,31-45,Low,2
40,Master's,Finance,0,Suburban,33,Single,Part-time,4,Own,Single-family home,Male,Car,73192,31-45,Medium,1
28,High School,Healthcare,4,Urban,18,Single,Full-time,2,Own,Apartment,Male,Public transit,3651322,18-30,High,0
54,Master's,Technology,5,Urban,18,Single,Full-time,3,Own,Single-family home,Male,Biking,71308,46-60,Medium,2
39,High School,Education,2,Suburban,2,Married,Part-time,2,Own,Single-family home,Female,Biking,315391,31-45,High,2
21,High School,Technology,4,Urban,2,Married,Self-employed,4,Rent,Townhouse,Female,Walking,69726,18-30,Low,2
46,High School,Education,3,Urban,25,Married,Part-time,7,Own,Apartment,Male,Public transit,388178,46-60,High,1
61,Bachelor's,Education,4,Urban,5,Single,Full-time,6,Own,Apartment,Male,Public transit,44141,61-70,Low,2
51,Master's,Others,2,Urban,12,Single,Self-employed,5,Own,Townhouse,Male,Public transit,74512,46-60,Medium,2
30,High School,Finance,1,Urban,45,Single,Full-time,7,Own,Townhouse,Female,Public transit,6466675,18-30,High,0
59,Bachelor's,Education,3,Urban,37,Married,Full-time,3,Own,Single-family home,Female,Car,68594,46-60,Low,1
26,Master's,Education,3,Urban,26,Married,Part-time,2,Own,Single-family home,Male,Car,69462,18-30,Low,1
59,Bachelor's,Technology,5,Rural,40,Married,Full-time,5,Own,Apartment,Female,Public transit,6966644,46-60,High,0
48,Master's,Finance,3,Urban,23,Married,Part-time,2,Rent,Townhouse,Male,Walking,69470,46-60,Low,2
24,High School,Technology,2,Urban,9,Single,Full-time,6,Own,Townhouse,Female,Walking,74244,18-30,Medium,2
21,Master's,Technology,3,Urban,15,Married,Full-time,2,Own,Townhouse,Female,Car,75162,18-30,Medium,2
36,High School,Others,1,Urban,22,Single,Full-time,1,Own,Apartment,Male,Public transit,68314,31-45,Low,2
59,Doctorate,Finance,0,Rural,46,Married,Part-time,5,Own,Townhouse,Male,Public transit,68360,46-60,Low,1
47,Bachelor's,Healthcare,0,Suburban,11,Married,Full-time,6,Rent,Single-family home,Female,Public transit,668710,46-60,High,2
48,Bachelor's,Technology,4,Suburban,27,Single,Full-time,7,Own,Single-family home,Female,Public transit,67288,46-60,Low,1
52,High School,Education,0,Suburban,12,Single,Full-time,3,Own,Townhouse,Female,Car,72956,46-60,Medium,2
38,High School,Finance,2,Rural,17,Single,Full-time,3,Own,Apartment,Male,Public transit,2595743,31-45,High,2
48,High School,Healthcare,0,Urban,1,Single,Part-time,3,Own,Apartment,Male,Car,72142,46-60,Medium,2
36,Bachelor's,Education,2,Urban,45,Divorced,Full-time,2,Rent,Apartment,Female,Walking,119829,31-45,Medium,1
48,High School,Education,2,Urban,16,Married,Full-time,6,Own,Single-family home,Male,Car,73386,46-60,Medium,2
70,Master's,Healthcare,4,Urban,22,Married,Part-time,5,Own,Apartment,Female,Biking,65144,61-70,Low,2
49,High School,Education,0,Urban,22,Married,Full-time,3,Rent,Apartment,Female,Car,72296,46-60,Medium,2
19,Master's,Technology,4,Urban,0,Married,Self-employed,6,Own,Apartment,Male,Public transit,69738,18-30,Low,2
69,High School,Education,3,Urban,42,Single,Part-time,3,Own,Townhouse,Female,Public transit,72686,61-70,Medium,1
27,High School,Technology,1,Urban,13,Single,Full-time,7,Own,Apartment,Male,Public transit,66172,18-30,Low,2
19,Master's,Technology,0,Urban,11,Married,Full-time,6,Own,Apartment,Male,Public transit,65438,18-30,Low,2
19,Master's,Technology,3,Urban,13,Married,Self-employed,2,Own,Townhouse,Female,Walking,307218,18-30,High,2
41,Bachelor's,Technology,5,Suburban,48,Divorced,Part-time,4,Own,Single-family home,Female,Biking,73996,31-45,Medium,1
34,High School,Healthcare,3,Urban,43,Single,Part-time,6,Rent,Apartment,Female,Biking,68906,31-45,Low,1
49,Bachelor's,Healthcare,4,Rural,37,Single,Part-time,3,Rent,Single-family home,Male,Biking,88813,46-60,Medium,1
33,Bachelor's,Finance,4,Suburban,40,Married,Full-time,5,Rent,Townhouse,Female,Walking,73588,31-45,Medium,1
33,Bachelor's,Technology,1,Urban,43,Married,Full-time,3,Own,Single-family home,Female,Biking,96142,31-45,Medium,1
63,Bachelor's,Finance,1,Urban,48,Divorced,Full-time,2,Own,Apartment,Male,Biking,49300,61-70,Low,1
56,Bachelor's,Technology,1,Urban,15,Married,Part-time,4,Own,Single-family home,Female,Car,68430,46-60,Low,2
70,High School,Healthcare,1,Suburban,33,Married,Self-employed,4,Own,Single-family home,Female,Public transit,72694,61-70,Medium,1
48,Master's,Finance,4,Urban,17,Single,Full-time,7,Rent,Single-family home,Male,Car,75386,46-60,Medium,2
60,Master's,Healthcare,2,Urban,47,Single,Part-time,5,Rent,Single-family home,Male,Car,2691300,46-60,High,1
41,High School,Others,4,Urban,9,Single,Self-employed,6,Own,Apartment,Male,Car,392247,31-45,High,2
18,Bachelor's,Healthcare,2,Urban,18,Single,Full-time,4,Rent,Single-family home,Male,Walking,570016,,High,2
28,High School,Technology,4,Rural,29,Married,Full-time,6,Own,Townhouse,Female,Car,73062,18-30,Medium,1
38,Master's,Healthcare,5,Urban,3,Married,Full-time,3,Own,Apartment,Male,Public transit,481374,31-45,High,2
21,Bachelor's,Others,4,Urban,6,Single,Full-time,6,Own,Townhouse,Male,Car,7600539,18-30,High,0
24,High School,Others,1,Urban,15,Single,Part-time,1,Rent,Single-family home,Female,Biking,66078,18-30,Low,2
43,High School,Healthcare,2,Suburban,50,Divorced,Full-time,2,Own,Apartment,Male,Biking,69522,31-45,Low,1
64,High School,Healthcare,3,Suburban,36,Single,Full-time,3,Own,Single-family home,Female,Public transit,70714,61-70,Medium,1
67,Bachelor's,Healthcare,5,Urban,4,Married,Part-time,6,Own,Apartment,Male,Car,69658,61-70,Low,2
29,Master's,Finance,3,Urban,38,Married,Part-time,3,Rent,Apartment,Female,Public transit,2074808,18-30,High,1
48,High School,Education,5,Urban,48,Single,Self-employed,2,Own,Single-family home,Female,Biking,70446,46-60,Medium,1
34,High School,Technology,3,Urban,32,Married,Self-employed,2,Own,Single-family home,Male,Car,72698,31-45,Medium,1
50,Bachelor's,Healthcare,1,Rural,34,Married,Self-employed,3,Own,Apartment,Female,Biking,66196,46-60,Low,1
28,High School,Finance,3,Urban,47,Single,Full-time,4,Own,Apartment,Female,Car,65874,18-30,Low,1
45,Bachelor's,Technology,4,Urban,33,Married,Full-time,5,Own,Single-family home,Female,Public transit,66392,31-45,Low,1
49,Bachelor's,Finance,1,Urban,32,Married,Full-time,3,Own,Apartment,Male,Public transit,67094,46-60,Low,1
18,Bachelor's,Finance,3,Urban,38,Married,Full-time,1,Rent,Single-family home,Female,Walking,70440,,Medium,1
64,Doctorate,Healthcare,1,Urban,9,Married,Full-time,3,Own,Apartment,Male,Car,68116,61-70,Low,2
45,Master's,Technology,4,Urban,2,Single,Part-time,6,Rent,Single-family home,Female,Walking,68290,31-45,Low,2
70,Bachelor's,Technology,1,Urban,49,Single,Part-time,1,Rent,Apartment,Male,Car,1321814,61-70,High,1
59,Master's,Technology,3,Suburban,28,Single,Full-time,7,Rent,Single-family home,Female,Walking,71706,46-60,Medium,1
24,Doctorate,Healthcare,1,Urban,34,Single,Part-time,3,Rent,Single-family home,Male,Public transit,67084,18-30,Low,1
19,High School,Finance,5,Urban,30,Single,Full-time,7,Own,Apartment,Female,Car,71270,18-30,Medium,1
59,High School,Others,0,Urban,38,Single,Full-time,3,Own,Single-family home,Male,Car,69748,46-60,Low,1
41,High School,Others,3,Urban,14,Single,Full-time,1,Rent,Single-family home,Male,Car,65664,31-45,Low,2
21,Bachelor's,Finance,4,Urban,0,Single,Self-employed,5,Rent,Single-family home,Female,Walking,65014,18-30,Low,2
61,Master's,Education,2,Urban,18,Married,Self-employed,1,Own,Apartment,Male,Public transit,68732,61-70,Low,2
36,Bachelor's,Education,1,Urban,36,Single,Full-time,5,Own,Townhouse,Male,Public transit,70236,31-45,Medium,1
43,Bachelor's,Healthcare,5,Urban,26,Married,Self-employed,7,Own,Single-family home,Female,Biking,74594,31-45,Medium,1
28,Bachelor's,Education,1,Urban,20,Married,Full-time,5,Own,Townhouse,Male,Public transit,73912,18-30,Medium,2
57,High School,Healthcare,3,Urban,6,Married,Part-time,1,Rent,Single-family home,Female,Car,316435,46-60,High,2
67,Bachelor's,Healthcare,5,Suburban,42,Married,Part-time,6,Own,Apartment,Male,Public transit,2532406,61-70,High,1
60,High School,Others,3,Urban,32,Divorced,Part-time,2,Own,Townhouse,Female,Public transit,69238,46-60,Low,1
28,High School,Others,0,Urban,1,Married,Full-time,1,Own,Single-family home,Female,Car,73078,18-30,Medium,2
62,Master's,Others,4,Urban,13,Single,Full-time,2,Rent,Single-family home,Female,Walking,37404,61-70,Low,2
20,Master's,Healthcare,5,Urban,41,Single,Full-time,6,Own,Townhouse,Female,Car,71698,18-30,Medium,1
29,Master's,Others,5,Suburban,2,Married,Part-time,6,Rent,Single-family home,Male,Biking,69838,18-30,Low,2
20,Master's,Healthcare,1,Urban,13,Married,Part-time,6,Rent,Single-family home,Female,Walking,295660,18-30,High,2
59,Master's,Technology,1,Urban,4,Married,Part-time,7,Rent,Apartment,Male,Public transit,75144,46-60,Medium,2
44,Bachelor's,Technology,2,Urban,16,Married,Full-time,6,Own,Townhouse,Female,Biking,75290,31-45,Medium,2
66,Bachelor's,Technology,5,Urban,38,Single,Self-employed,7,Own,Townhouse,Male,Public transit,1358020,61-70,High,1
19,Bachelor's,Others,1,Urban,0,Divorced,Self-employed,3,Rent,Single-family home,Female,Public transit,65008,18-30,Low,2
66,Bachelor's,Education,1,Urban,42,Married,Full-time,2,Rent,Apartment,Female,Biking,296867,61-70,High,1
33,Bachelor's,Technology,0,Urban,27,Married,Full-time,7,Own,Apartment,Female,Public transit,65538,31-45,Low,1
19,Master's,Healthcare,2,Urban,37,Divorced,Part-time,4,Own,Single-family home,Female,Car,71036,18-30,Medium,1
47,High School,Others,1,Rural,47,Married,Full-time,3,Own,Townhouse,Male,Walking,72638,46-60,Medium,1
37,Bachelor's,Education,1,Urban,13,Married,Full-time,7,Own,Townhouse,Male,Public transit,65564,31-45,Low,2
55,Bachelor's,Finance,4,Urban,16,Married,Full-time,3,Own,Apartment,Male,Biking,69970,46-60,Low,2
45,High School,Technology,5,Urban,14,Married,Part-time,2,Own,Single-family home,Female,Walking,6313873,31-45,High,0
42,Doctorate,Technology,1,Suburban,45,Married,Full-time,2,Own,Townhouse,Female,Biking,72612,31-45,Medium,1
49,High School,Technology,0,Urban,6,Married,Full-time,4,Own,Townhouse,Male,Public transit,69856,46-60,Low,2
27,Bachelor's,Healthcare,1,Suburban,41,Single,Part-time,3,Own,Townhouse,Male,Biking,66378,18-30,Low,1
59,High School,Technology,5,Urban,50,Married,Self-employed,2,Own,Apartment,Female,Public transit,72272,46-60,Medium,1
57,Master's,Others,1,Urban,6,Single,Part-time,1,Rent,Single-family home,Male,Car,71774,46-60,Medium,2
50,Bachelor's,Finance,3,Suburban,46,Married,Full-time,5,Own,Townhouse,Female,Public transit,212264,46-60,High,1
30,Bachelor's,Healthcare,1,Suburban,23,Single,Full-time,6,Rent,Apartment,Male,Car,412635,18-30,High,2
58,Master's,Healthcare,2,Urban,25,Married,Full-time,5,Rent,Apartment,Male,Walking,476841,46-60,High,2
59,Bachelor's,Technology,5,Urban,13,Single,Part-time,2,Own,Apartment,Male,Public transit,2713855,46-60,High,2
64,High School,Finance,5,Urban,46,Single,Full-time,7,Rent,Single-family home,Male,Car,70994,61-70,Medium,1
54,High School,Education,3,Urban,18,Divorced,Part-time,4,Own,Single-family home,Male,Car,1114070,46-60,High,2
33,Master's,Finance,2,Rural,25,Single,Self-employed,2,Own,Townhouse,Female,Public transit,55106,31-45,Low,1
62,Bachelor's,Others,2,Urban,15,Single,Full-time,4,Own,Single-family home,Male,Car,72190,61-70,Medium,2
39,High School,Technology,5,Urban,33,Single,Part-time,3,Rent,Apartment,Male,Public transit,66774,31-45,Low,1
37,High School,Healthcare,0,Urban,1,Married,Part-time,1,Own,Townhouse,Female,Car,78337,31-45,Medium,2
67,High School,Others,1,Urban,0,Married,Self-employed,3,Rent,Single-family home,Female,Public transit,72068,61-70,Medium,2
60,Bachelor's,Technology,2,Urban,47,Married,Self-employed,7,Rent,Apartment,Male,Car,65220,46-60,Low,1
44,High School,Education,1,Urban,50,Single,Full-time,1,Own,Single-family home,Female,Biking,69864,31-45,Low,1
58,High School,Education,1,Urban,35,Married,Full-time,4,Own,Single-family home,Male,Biking,66342,46-60,Low,1
33,Bachelor's,Education,0,Suburban,34,Married,Full-time,2,Own,Townhouse,Female,Public transit,68348,31-45,Low,1
51,Bachelor's,Technology,0,Urban,42,Married,Full-time,2,Rent,Single-family home,Male,Public transit,75392,46-60,Medium,1
49,Bachelor's,Education,2,Urban,23,Married,Full-time,2,Own,Single-family home,Male,Public transit,75188,46-60,Medium,2
43,Bachelor's,Education,2,Urban,48,Married,Self-employed,2,Own,Single-family home,Female,Car,74968,31-45,Medium,1
42,Bachelor's,Finance,5,Urban,4,Single,Full-time,3,Own,Townhouse,Male,Public transit,73858,31-45,Medium,2
19,Bachelor's,Healthcare,3,Urban,28,Single,Full-time,3,Own,Single-family home,Male,Car,69742,18-30,Low,1
29,Doctorate,Healthcare,1,Rural,40,Married,Part-time,4,Own,Single-family home,Female,Car,65420,18-30,Low,1
57,High School,Technology,5,Suburban,0,Married,Part-time,1,Own,Townhouse,Female,Car,67482,46-60,Low,2
26,Bachelor's,Others,1,Suburban,8,Married,Part-time,1,Rent,Apartment,Male,Public transit,1906146,18-30,High,2
29,Bachelor's,Healthcare,0,Urban,35,Married,Full-time,7,Rent,Townhouse,Female,Walking,70066,18-30,Medium,1
43,High School,Healthcare,0,Suburban,15,Single,Full-time,1,Own,Single-family home,Female,Biking,69284,31-45,Low,2
26,Master's,Technology,5,Urban,14,Married,Full-time,2,Own,Apartment,Female,Biking,70850,18-30,Medium,2
27,High School,Technology,2,Urban,9,Single,Self-employed,3,Own,Single-family home,Female,Biking,75216,18-30,Medium,2
49,Bachelor's,Education,3,Urban,36,Married,Self-employed,5,Own,Single-family home,Female,Walking,74950,46-60,Medium,1
51,Bachelor's,Healthcare,3,Urban,15,Single,Full-time,5,Own,Single-family home,Male,Biking,71394,46-60,Medium,2
65,High School,Healthcare,0,Urban,37,Married,Part-time,2,Rent,Single-family home,Female,Biking,433627,61-70,High,1
37,Bachelor's,Finance,0,Urban,47,Married,Self-employed,7,Own,Single-family home,Female,Biking,70214,31-45,Medium,1
56,Bachelor's,Technology,3,Urban,35,Married,Full-time,5,Own,Townhouse,Male,Public transit,104250,46-60,Medium,1
19,Master's,Others,3,Urban,14,Single,Part-time,1,Rent,Single-family home,Female,Car,71162,18-30,Medium,2
18,Master's,Technology,2,Urban,2,Single,Full-time,1,Rent,Single-family home,Male,Walking,74186,,Medium,2
68,High School,Technology,3,Rural,18,Single,Full-time,4,Own,Single-family home,Female,Public transit,2366868,61-70,High,2
53,Bachelor's,Others,1,Suburban,40,Single,Self-employed,2,Rent,Single-family home,Female,Biking,66972,46-60,Low,1
41,Master's,Healthcare,3,Urban,36,Single,Part-time,4,Rent,Single-family home,Male,Biking,711355,31-45,High,1
44,High School,Technology,4,Urban,47,Married,Self-employed,1,Own,Apartment,Female,Public transit,71180,31-45,Medium,1
19,Bachelor's,Healthcare,3,Urban,2,Divorced,Part-time,3,Rent,Townhouse,Female,Biking,7607197,18-30,High,0
48,Master's,Education,0,Urban,7,Single,Full-time,2,Own,Apartment,Male,Car,69530,46-60,Low,2
31,Bachelor's,Healthcare,0,Rural,23,Single,Full-time,7,Own,Apartment,Female,Public transit,2692458,31-45,High,2
19,High School,Healthcare,4,Urban,13,Married,Self-employed,6,Own,Apartment,Male,Car,65854,18-30,Low,2
46,Bachelor's,Others,1,Suburban,34,Married,Full-time,4,Own,Single-family home,Male,Car,67464,46-60,Low,1
32,Bachelor's,Technology,3,Suburban,15,Married,Full-time,4,Own,Apartment,Female,Car,67428,31-45,Low,2
29,Doctorate,Others,3,Urban,6,Divorced,Full-time,1,Own,Townhouse,Male,Public transit,74948,18-30,Medium,2
54,High School,Education,4,Rural,40,Married,Full-time,4,Rent,Single-family home,Female,Biking,53219,46-60,Low,1
45,Doctorate,Technology,2,Urban,34,Married,Full-time,7,Rent,Single-family home,Male,Public transit,66926,31-45,Low,1
37,Bachelor's,Healthcare,2,Urban,7,Married,Self-employed,1,Own,Apartment,Female,Biking,73000,31-45,Medium,2
56,High School,Technology,1,Suburban,11,Single,Full-time,3,Own,Apartment,Male,Car,5604396,46-60,High,0
41,Bachelor's,Technology,3,Urban,48,Married,Self-employed,4,Rent,Apartment,Male,Biking,69352,31-45,Low,1
38,Bachelor's,Healthcare,3,Urban,45,Single,Full-time,1,Own,Single-family home,Male,Biking,65778,31-45,Low,1
27,High School,Finance,3,Urban,15,Married,Full-time,1,Rent,Apartment,Female,Walking,75023,18-30,Medium,2
63,High School,Healthcare,0,Suburban,50,Single,Full-time,3,Rent,Single-family home,Male,Biking,73490,61-70,Medium,1
31,Master's,Technology,5,Urban,3,Single,Part-time,4,Rent,Townhouse,Male,Public transit,31820,31-45,Low,2
54,Doctorate,Technology,2,Rural,34,Single,Part-time,6,Own,Apartment,Male,Public transit,73546,46-60,Medium,1
35,Bachelor's,Others,5,Urban,44,Single,Part-time,7,Own,Apartment,Female,Car,3167843,31-45,High,1
41,High School,Healthcare,4,Urban,40,Single,Part-time,6,Own,Townhouse,Male,Car,65900,31-45,Low,1
31,Master's,Technology,5,Urban,44,Married,Full-time,3,Own,Single-family home,Male,Car,70592,31-45,Medium,1
51,Bachelor's,Technology,0,Urban,31,Married,Part-time,3,Rent,Apartment,Female,Public transit,398632,46-60,High,1
29,High School,Healthcare,0,Urban,11,Married,Part-time,3,Rent,Apartment,Male,Biking,66794,18-30,Low,2
39,Master's,Technology,2,Suburban,20,Married,Full-time,6,Rent,Apartment,Female,Biking,1450993,31-45,High,2
23,High School,Healthcare,3,Urban,14,Single,Part-time,4,Own,Townhouse,Male,Public transit,72806,18-30,Medium,2
53,Bachelor's,Healthcare,1,Suburban,34,Married,Full-time,5,Rent,Apartment,Male,Biking,1106790,46-60,High,1
62,Bachelor's,Healthcare,5,Urban,2,Married,Full-time,6,Rent,Single-family home,Female,Public transit,1235979,61-70,High,2
53,Bachelor's,Finance,4,Urban,1,Married,Full-time,1,Own,Townhouse,Male,Public transit,7558428,46-60,High,0
39,High School,Healthcare,2,Urban,5,Married,Full-time,1,Own,Apartment,Female,Car,137719,31-45,Medium,2
